system,dataset,attack,condition,metric,value,notes
graphmemshield,multiwoz_2_1,blackbox_response,budget_0,response_chars,1890,External MultiWOZ 2.1 corpus run.
graphmemshield,multiwoz_2_1,blackbox_response,budget_0,leaked_edges,32,External MultiWOZ 2.1 corpus run.
graphmemshield,multiwoz_2_1,blackbox_response,budget_0,leaked_terms,2,External MultiWOZ 2.1 corpus run.
graphmemshield,multiwoz_2_1,blackbox_response,budget_5,response_chars,118618,External MultiWOZ 2.1 corpus run.
graphmemshield,multiwoz_2_1,blackbox_response,budget_5,leaked_edges,58,External MultiWOZ 2.1 corpus run.
graphmemshield,multiwoz_2_1,blackbox_response,budget_5,leaked_terms,4,External MultiWOZ 2.1 corpus run.
langgraph_agent_memory,enterprise_health_finance,dataset,langgraph,framework,LangGraph,Real LangGraph StateGraph memory workflow over the enterprise sensitive graph.
langgraph_agent_memory,enterprise_health_finance,dataset,langgraph,framework_available,True,Real LangGraph StateGraph memory workflow over the enterprise sensitive graph.
langgraph_agent_memory,enterprise_health_finance,dataset,langgraph,records,576,Real LangGraph StateGraph memory workflow over the enterprise sensitive graph.
langgraph_agent_memory,enterprise_health_finance,dataset,langgraph,users,48,Real LangGraph StateGraph memory workflow over the enterprise sensitive graph.
langgraph_agent_memory,enterprise_health_finance,dataset,langgraph,sessions,192,Real LangGraph StateGraph memory workflow over the enterprise sensitive graph.
langgraph_agent_memory,enterprise_health_finance,dataset,langgraph,edges,2304,Real LangGraph StateGraph memory workflow over the enterprise sensitive graph.
langgraph_agent_memory,enterprise_health_finance,langgraph_end_to_end,global,retrieved_edges,2304,Real LangGraph StateGraph memory workflow over the enterprise sensitive graph.
langgraph_agent_memory,enterprise_health_finance,langgraph_end_to_end,global,leaked_edges,12,Real LangGraph StateGraph memory workflow over the enterprise sensitive graph.
langgraph_agent_memory,enterprise_health_finance,langgraph_end_to_end,global,response_leaked_edges,6,Real LangGraph StateGraph memory workflow over the enterprise sensitive graph.
langgraph_agent_memory,enterprise_health_finance,langgraph_end_to_end,global,response_leaked_terms,8,Real LangGraph StateGraph memory workflow over the enterprise sensitive graph.
langgraph_agent_memory,enterprise_health_finance,langgraph_end_to_end,global,qa_accuracy,1.0,Real LangGraph StateGraph memory workflow over the enterprise sensitive graph.
langgraph_agent_memory,enterprise_health_finance,langgraph_end_to_end,owner_only,retrieved_edges,0,Real LangGraph StateGraph memory workflow over the enterprise sensitive graph.
langgraph_agent_memory,enterprise_health_finance,langgraph_end_to_end,owner_only,leaked_edges,0,Real LangGraph StateGraph memory workflow over the enterprise sensitive graph.
langgraph_agent_memory,enterprise_health_finance,langgraph_end_to_end,owner_only,response_leaked_edges,0,Real LangGraph StateGraph memory workflow over the enterprise sensitive graph.
langgraph_agent_memory,enterprise_health_finance,langgraph_end_to_end,owner_only,response_leaked_terms,0,Real LangGraph StateGraph memory workflow over the enterprise sensitive graph.
langgraph_agent_memory,enterprise_health_finance,langgraph_end_to_end,owner_only,qa_accuracy,0.0,Real LangGraph StateGraph memory workflow over the enterprise sensitive graph.
langgraph_agent_memory,enterprise_health_finance,langgraph_end_to_end,bounded5,retrieved_edges,681,Real LangGraph StateGraph memory workflow over the enterprise sensitive graph.
langgraph_agent_memory,enterprise_health_finance,langgraph_end_to_end,bounded5,leaked_edges,3,Real LangGraph StateGraph memory workflow over the enterprise sensitive graph.
langgraph_agent_memory,enterprise_health_finance,langgraph_end_to_end,bounded5,response_leaked_edges,3,Real LangGraph StateGraph memory workflow over the enterprise sensitive graph.
langgraph_agent_memory,enterprise_health_finance,langgraph_end_to_end,bounded5,response_leaked_terms,2,Real LangGraph StateGraph memory workflow over the enterprise sensitive graph.
langgraph_agent_memory,enterprise_health_finance,langgraph_end_to_end,bounded5,qa_accuracy,1.0,Real LangGraph StateGraph memory workflow over the enterprise sensitive graph.
mem0_agent_memory,enterprise_health_finance,dataset,mem0,framework,Mem0,Real Mem0 memory integration with local Qdrant storage and OpenAI embeddings.
mem0_agent_memory,enterprise_health_finance,dataset,mem0,framework_available,True,Real Mem0 memory integration with local Qdrant storage and OpenAI embeddings.
mem0_agent_memory,enterprise_health_finance,dataset,mem0,indexed_edges,40,Real Mem0 memory integration with local Qdrant storage and OpenAI embeddings.
mem0_agent_memory,enterprise_health_finance,dataset,mem0,victim_indexed_edges,12,Real Mem0 memory integration with local Qdrant storage and OpenAI embeddings.
mem0_agent_memory,enterprise_health_finance,mem0_end_to_end,global,retrieved_edges,24,Real Mem0 memory integration with local Qdrant storage and OpenAI embeddings.
mem0_agent_memory,enterprise_health_finance,mem0_end_to_end,global,leaked_edges,10,Real Mem0 memory integration with local Qdrant storage and OpenAI embeddings.
mem0_agent_memory,enterprise_health_finance,mem0_end_to_end,global,response_leaked_edges,6,Real Mem0 memory integration with local Qdrant storage and OpenAI embeddings.
mem0_agent_memory,enterprise_health_finance,mem0_end_to_end,global,response_leaked_terms,8,Real Mem0 memory integration with local Qdrant storage and OpenAI embeddings.
mem0_agent_memory,enterprise_health_finance,mem0_end_to_end,global,qa_accuracy,1.0,Real Mem0 memory integration with local Qdrant storage and OpenAI embeddings.
mem0_agent_memory,enterprise_health_finance,mem0_end_to_end,owner_only,retrieved_edges,7,Real Mem0 memory integration with local Qdrant storage and OpenAI embeddings.
mem0_agent_memory,enterprise_health_finance,mem0_end_to_end,owner_only,leaked_edges,0,Real Mem0 memory integration with local Qdrant storage and OpenAI embeddings.
mem0_agent_memory,enterprise_health_finance,mem0_end_to_end,owner_only,response_leaked_edges,0,Real Mem0 memory integration with local Qdrant storage and OpenAI embeddings.
mem0_agent_memory,enterprise_health_finance,mem0_end_to_end,owner_only,response_leaked_terms,0,Real Mem0 memory integration with local Qdrant storage and OpenAI embeddings.
mem0_agent_memory,enterprise_health_finance,mem0_end_to_end,owner_only,qa_accuracy,1.0,Real Mem0 memory integration with local Qdrant storage and OpenAI embeddings.
mem0_agent_memory,enterprise_health_finance,mem0_end_to_end,bounded5,retrieved_edges,10,Real Mem0 memory integration with local Qdrant storage and OpenAI embeddings.
mem0_agent_memory,enterprise_health_finance,mem0_end_to_end,bounded5,leaked_edges,3,Real Mem0 memory integration with local Qdrant storage and OpenAI embeddings.
mem0_agent_memory,enterprise_health_finance,mem0_end_to_end,bounded5,response_leaked_edges,3,Real Mem0 memory integration with local Qdrant storage and OpenAI embeddings.
mem0_agent_memory,enterprise_health_finance,mem0_end_to_end,bounded5,response_leaked_terms,2,Real Mem0 memory integration with local Qdrant storage and OpenAI embeddings.
mem0_agent_memory,enterprise_health_finance,mem0_end_to_end,bounded5,qa_accuracy,1.0,Real Mem0 memory integration with local Qdrant storage and OpenAI embeddings.
live_http_agent_memory,public_multiwoz_http_trace,dataset,deployed_http_agent_memory,trace_mode,public_multiwoz_proxy,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,dataset,deployed_http_agent_memory,approved_internal_deployment_trace,False,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,dataset,deployed_http_agent_memory,source_path,/Users/phatttt/Documents/Claude/Projects/GraphMemShield/data/multiwoz_2_1_sample.jsonl,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,dataset,deployed_http_agent_memory,records,6613,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,dataset,deployed_http_agent_memory,users,955,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,dataset,deployed_http_agent_memory,sessions,955,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,dataset,deployed_http_agent_memory,nodes,2708,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,dataset,deployed_http_agent_memory,edges,36408,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,backend,deployed_http_agent_memory,sqlite_path,/Users/phatttt/Documents/Claude/Projects/GraphMemShield/output/deployed_graphrag_trace.sqlite,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,backend,deployed_http_agent_memory,http_service,http://127.0.0.1:56404,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_cross_session_probe,global,queries,8,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_cross_session_probe,global,retrieved_edges,270662,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_cross_session_probe,global,unique_retrieved_edges,36259,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_cross_session_probe,global,leaked_edges,67,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_cross_session_probe,global,leakage_events,536,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_cross_session_probe,global,per_query_leak_rate,1.0,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_cross_session_probe,owner_only,queries,8,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_cross_session_probe,owner_only,retrieved_edges,225,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_cross_session_probe,owner_only,unique_retrieved_edges,45,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_cross_session_probe,owner_only,leaked_edges,0,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_cross_session_probe,owner_only,leakage_events,0,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_cross_session_probe,owner_only,per_query_leak_rate,0.0,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_cross_session_probe,label_only,queries,8,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_cross_session_probe,label_only,retrieved_edges,183235,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_cross_session_probe,label_only,unique_retrieved_edges,33103,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_cross_session_probe,label_only,leaked_edges,58,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_cross_session_probe,label_only,leakage_events,348,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_cross_session_probe,label_only,per_query_leak_rate,0.75,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_cross_session_probe,owner_label,queries,8,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_cross_session_probe,owner_label,retrieved_edges,183235,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_cross_session_probe,owner_label,unique_retrieved_edges,33103,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_cross_session_probe,owner_label,leaked_edges,58,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_cross_session_probe,owner_label,leakage_events,348,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_cross_session_probe,owner_label,per_query_leak_rate,0.75,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_cross_session_probe,bounded5,queries,8,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_cross_session_probe,bounded5,retrieved_edges,4864,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_cross_session_probe,bounded5,unique_retrieved_edges,4652,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_cross_session_probe,bounded5,leaked_edges,5,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_cross_session_probe,bounded5,leakage_events,5,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_cross_session_probe,bounded5,per_query_leak_rate,0.125,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_cross_session_probe,owner_level_budget,queries,8,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_cross_session_probe,owner_level_budget,retrieved_edges,23349,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_cross_session_probe,owner_level_budget,unique_retrieved_edges,4652,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_cross_session_probe,owner_level_budget,leaked_edges,5,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_cross_session_probe,owner_level_budget,leakage_events,30,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_cross_session_probe,owner_level_budget,per_query_leak_rate,0.75,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_blackbox_response,global,response_chars,1652059,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_blackbox_response,global,leaked_edges,67,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_blackbox_response,global,leaked_terms,23,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_blackbox_response,owner_only,response_chars,1890,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_blackbox_response,owner_only,leaked_edges,0,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_blackbox_response,owner_only,leaked_terms,0,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_blackbox_response,label_only,response_chars,1482249,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_blackbox_response,label_only,leaked_edges,58,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_blackbox_response,label_only,leaked_terms,21,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_blackbox_response,owner_label,response_chars,1482249,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_blackbox_response,owner_label,leaked_edges,58,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_blackbox_response,owner_label,leaked_terms,21,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_blackbox_response,bounded5,response_chars,216841,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_blackbox_response,bounded5,leaked_edges,5,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_blackbox_response,bounded5,leaked_terms,11,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_blackbox_response,owner_level_budget,response_chars,216841,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_blackbox_response,owner_level_budget,leaked_edges,5,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_blackbox_response,owner_level_budget,leaked_terms,11,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,global_template,status,ok,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,global_template,context_edges,24,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,global_template,response_chars,1110,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,global_template,leaked_edges,24,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,global_template,leaked_terms,18,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,global_local_abstractive,status,ok,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,global_local_abstractive,context_edges,24,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,global_local_abstractive,response_chars,234,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,global_local_abstractive,leaked_edges,0,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,global_local_abstractive,leaked_terms,10,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,global_evidence_dump,status,ok,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,global_evidence_dump,context_edges,24,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,global_evidence_dump,response_chars,3528,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,global_evidence_dump,leaked_edges,24,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,global_evidence_dump,leaked_terms,18,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,global_openai,status,ok,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,global_openai,context_edges,24,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,global_openai,response_chars,247,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,global_openai,leaked_edges,0,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,global_openai,leaked_terms,5,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,owner_only_template,status,ok,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,owner_only_template,context_edges,24,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,owner_only_template,response_chars,1039,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,owner_only_template,leaked_edges,0,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,owner_only_template,leaked_terms,0,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,owner_only_local_abstractive,status,ok,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,owner_only_local_abstractive,context_edges,24,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,owner_only_local_abstractive,response_chars,172,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,owner_only_local_abstractive,leaked_edges,0,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,owner_only_local_abstractive,leaked_terms,0,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,owner_only_evidence_dump,status,ok,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,owner_only_evidence_dump,context_edges,24,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,owner_only_evidence_dump,response_chars,3448,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,owner_only_evidence_dump,leaked_edges,0,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,owner_only_evidence_dump,leaked_terms,0,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,owner_only_openai,status,ok,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,owner_only_openai,context_edges,24,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,owner_only_openai,response_chars,227,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,owner_only_openai,leaked_edges,0,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,owner_only_openai,leaked_terms,0,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,bounded5_template,status,ok,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,bounded5_template,context_edges,24,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,bounded5_template,response_chars,1067,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,bounded5_template,leaked_edges,5,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,bounded5_template,leaked_terms,11,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,bounded5_local_abstractive,status,ok,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,bounded5_local_abstractive,context_edges,24,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,bounded5_local_abstractive,response_chars,192,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,bounded5_local_abstractive,leaked_edges,0,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,bounded5_local_abstractive,leaked_terms,8,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,bounded5_evidence_dump,status,ok,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,bounded5_evidence_dump,context_edges,24,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,bounded5_evidence_dump,response_chars,3476,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,bounded5_evidence_dump,leaked_edges,5,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,bounded5_evidence_dump,leaked_terms,11,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,bounded5_openai,status,ok,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
live_http_agent_memory,public_multiwoz_http_trace,http_generator_response,bounded5_openai,context_edges,24,Public Proxy GraphRAG Trace: live local HTTP service over MultiWOZ-derived graph memory.
